algorithm;environment;iteration;seed_count;reward_Mean;reward_StdDev;reward_max_mean;reward_max_Max;evaluation_reward_Mean;evaluation_reward_StdDev;duration_Mean;time_total_Mean;entropy_Mean;steps_trained_Mean;steps_sampled_Mean;reward_StdError;reward_upperErrorBound;reward_lowerErrorBound
DDPG;Pendulum-v1_unchanged;22;11;-1197,7906685236028;41,62902596393409;-2,4701239939775435;-0,21401467395584192;;;10,573985381559892;214,62137972224843;;1049600,0;22000,0;12,5516235918484;-1185,2390449317543;-1210,3422921154513
DDPG;Pendulum-v1_unchanged;23;11;-1161,5124707596615;48,387372370129484;-2,3011870260017235;-0,21401467395584192;;;10,47627067565918;225,0976503979076;;1100800,0;23000,0;14,58934170390267;-1146,9231290557589;-1176,101812463564
DDPG;Pendulum-v1_unchanged;24;11;-1113,628367643888;46,788364601714825;-2,3011870260017235;-0,21401467395584192;;;10,862684206529098;235,9603346044367;;1152000,0;24000,0;14,107222721657676;-1099,5211449222302;-1127,7355903655457
DDPG;Pendulum-v1_unchanged;25;11;-1061,6858817695722;49,52437083666259;-1,5821359859746933;-0,21401467395584192;-433,054689806083;176,91349435001166;10,900888399644332;246,86122300408104;;1203200,0;25000,0;14,932159640329923;-1046,7537221292423;-1076,6180414099022
DDPG;Pendulum-v1_unchanged;26;11;-1006,0319367996686;50,335078323386114;-1,3862637682953336;-0,21401467395584192;;;10,754788832231002;257,61601183631205;;1254400,0;26000,0;15,176597144711192;-990,8553396549574;-1021,2085339443798
DDPG;Pendulum-v1_unchanged;27;11;-951,5903843107518;49,88017806276607;-1,3382194313985563;-0,21401467395584192;;;10,603079514069991;268,21909135038203;;1305600,0;27000,0;15,039439555482867;-936,5509447552689;-966,6298238662347
DDPG;Pendulum-v1_unchanged;28;11;-897,8049424456663;49,03504338069815;-1,3382194313985563;-0,21401467395584192;;;10,538804205981167;278,75789555636317;;1356800,0;28000,0;14,784621861143266;-883,020320584523;-912,5895643068095
DDPG;Pendulum-v1_unchanged;29;11;-845,460270577759;51,93770082364366;-1,2562363903026037;-0,21401467395584192;;;10,606031721288508;289,3639272776517;;1408000,0;29000,0;15,659806009614421;-829,8004645681447;-861,1200765873734
DDPG;Pendulum-v1_unchanged;30;11;-791,8994425065893;53,00149947710958;-1,2562363903026037;-0,21401467395584192;-265,7664311816318;107,57015240849101;10,773575219241055;300,13750249689275;;1459200,0;30000,0;15,980553371980946;-775,9188891346083;-807,8799958785702
DDPG;Pendulum-v1_unchanged;31;11;-735,8920783172011;53,32949482194706;-1,2022160224793517;-0,21401467395584192;;;10,71478067744862;310,8522831743414;;1510400,0;31000,0;16,079447689418142;-719,812630627783;-751,9715260066192
DDPG;Pendulum-v1_unchanged;32;11;-687,2157006608023;49,695268994905;-1,0962063707443108;-0,21401467395584192;;;10,686334263194691;321,53861743753606;;1561600,0;32000,0;14,983687373807454;-672,2320132869949;-702,1993880346098
DDPG;Pendulum-v1_unchanged;33;11;-636,769134558329;48,098550115889125;-1,0962063707443108;-0,21401467395584192;;;10,5975943478671;332,1362117854032;;1612800,0;33000,0;14,502258517682678;-622,2668760406464;-651,2713930760117
DDPG;Pendulum-v1_unchanged;34;11;-589,3296923336787;44,08572261630463;-1,0694573982431586;-0,21401467395584192;;;10,58619930527427;342,72241109067744;;1664000,0;34000,0;13,292345502724332;-576,0373468309544;-602,622037836403
DDPG;Pendulum-v1_unchanged;35;11;-540,4413039991988;40,4286944599228;-1,2001614031184322;-0,21401467395584192;-168,28871882124633;64,85843968362022;10,735631856051358;353,45804294672877;;1715200,0;35000,0;12,189710026134907;-528,2515939730639;-552,6310140253337
DDPG;Pendulum-v1_unchanged;36;11;-495,5702090307621;39,493940823970256;-1,1849653856133224;-0,21401467395584192;;;10,629956895654852;364,0879998423836;;1766400,0;36000,0;11,907871200509902;-483,6623378302522;-507,478080231272
DDPG;Pendulum-v1_unchanged;37;11;-451,6938197469695;39,434079544666936;-1,0455441147762383;-0,21103148376117356;;;10,700828183781017;374,78882802616465;;1817600,0;37000,0;11,889822345699013;-439,80399740127046;-463,5836420926685
DDPG;Pendulum-v1_unchanged;38;11;-411,57466699049326;32,06451967311059;-0,9337396796561933;-0,21103148376117356;;;10,706378611651333;385,495206637816;;1868800,0;38000,0;9,667816439879727;-401,9068505506135;-421,242483430373
DDPG;Pendulum-v1_unchanged;39;11;-370,41929257103635;32,84588012152125;-0,8854836172383765;-0,21103148376117356;;;10,671730648387562;396,16693728620356;;1920000,0;39000,0;9,90340547927991;-360,51588709175644;-380,32269805031626
DDPG;Pendulum-v1_unchanged;40;11;-338,49930032854996;32,856118091518525;-0,8826834383182944;-0,21103148376117356;-146,2436456835719;30,31454804769936;10,793206973509355;406,96014425971293;;1971200,0;40000,0;9,906492343379535;-328,59280798517045;-348,4057926719295
DDPG;Pendulum-v1_unchanged;41;11;-304,99909491899723;33,503821428571214;-0,8826834383182944;-0,21103148376117356;;;10,733675501563333;417,69381976127625;;2022400,0;41000,0;10,101782247421797;-294,89731267157543;-315,100877166419
DDPG;Pendulum-v1_unchanged;42;11;-278,67350657747534;25,26907977409669;-0,8786648027314112;-0,21103148376117356;;;10,73419965397228;428,4280194152485;;2073600,0;42000,0;7,618914218930664;-271,05459235854465;-286,292420796406
DDPG;Pendulum-v1_unchanged;43;11;-250,48328478771143;24,109339956668084;-0,8237054845947512;-0,21103148376117356;;;10,799639853564175;439,2276592688127;;2124800,0;43000,0;7,269239507217395;-243,21404528049402;-257,75252429492883
DDPG;Pendulum-v1_unchanged;44;11;-231,99577350559568;18,028522426193465;-0,8097948088121592;-0,21103148376117356;;;10,805198604410345;450,03285787322307;;2176000,0;44000,0;5,435804037471957;-226,5599694681237;-237,43157754306765
DDPG;Pendulum-v1_unchanged;45;11;-217,4234785851132;18,784540986240287;-0,7657519540873274;-0,21103148376117356;-160,34442435640645;22,640051850063397;10,912780978462912;460,94563885168594;;2227200,0;45000,0;5,663752210037419;-211,7597263750758;-223,08723079515062
DDPG;Pendulum-v1_unchanged;46;11;-206,63262038387975;20,924150545448594;-0,6919835223522456;-0,12309389933212808;;;10,800812721252441;471,7464515729384;;2278400,0;46000,0;6,308868765105752;-200,323751618774;-212,9414891489855
DDPG;Pendulum-v1_unchanged;47;11;-195,8394109496121;22,726539900609154;-0,6919835223522456;-0,12309389933212808;;;10,888614524494518;482,6350660974329;;2329600,0;47000,0;6,852309603032861;-188,98710134657924;-202,69172055264497
DDPG;Pendulum-v1_unchanged;48;11;-187,73658578216362;21,273671948480914;-0,6288309567762886;-0,12309389933212808;;;10,991368467157537;493,62643456459045;;2380800,0;48000,0;6,414253433292733;-181,32233234887087;-194,15083921545636
DDPG;Pendulum-v1_unchanged;49;11;-177,90013060136616;15,970722355510807;-0,5226164230060814;-0,12309389933212808;;;10,993289882486517;504,619724447077;;2432000,0;49000,0;4,815353971288212;-173,08477663007795;-182,71548457265436
DDPG;Pendulum-v1_unchanged;50;11;-171,65039424050167;12,732929856394941;-0,5226164230060814;-0,12309389933212808;-168,11240591584624;71,67973977904838;11,062140876596624;515,6818653236736;;2483200,0;50000,0;3,8391228014159893;-167,8112714390857;-175,48951704191765
DDPG;Pendulum-v1_unchanged;51;11;-171,5420904235454;11,53817166937816;-0,5226164230060814;-0,12309389933212808;;;10,964800357818604;526,6466656814922;;2534400,0;51000,0;3,4788896540032686;-168,06320076954214;-175,02098007754867
DDPG;Pendulum-v1_unchanged;52;11;-165,325534778013;11,790019388119974;-0,5226164230060814;-0,12309389933212808;;;11,015538215637207;537,6622038971294;;2585600,0;52000,0;3,5548245983099553;-161,77071017970306;-168,88035937632296
DDPG;Pendulum-v1_unchanged;53;11;-165,73782358783308;14,950620050363492;-0,5226164230060814;-0,12309389933212808;;;10,948072801936757;548,6102766990662;;2636800,0;53000,0;4,507781553656368;-161,2300420341767;-170,24560514148945
DDPG;Pendulum-v1_unchanged;54;11;-164,1042645242802;16,709190446730013;-0,5226164230060814;-0,12309389933212808;;;11,084726615385575;559,6950033144517;;2688000,0;54000,0;5,038010478399489;-159,06625404588073;-169,1422750026797
DDPG;Pendulum-v1_unchanged;55;11;-162,89797252785857;18,48446290190833;-0,5226164230060814;-0,12309389933212808;-151,57673356974493;22,914122498734883;11,10566520690918;570,8006685213609;;2739200,0;55000,0;5,573275263352171;-157,3246972645064;-168,47124779121074
DDPG;Pendulum-v1_unchanged;56;11;-161,48823707690843;19,884481577982964;-0,4703566504029471;-0,12309389933212808;;;10,928951111706821;581,7296196330677;;2790400,0;56000,0;5,9953967768094145;-155,49284030009903;-167,48363385371783
DDPG;Pendulum-v1_unchanged;57;11;-161,39703104882173;19,692831166893964;-0,48313627523048547;-0,12309389933212808;;;10,89078495719216;592,6204045902599;;2841600,0;57000,0;5,937612003673089;-155,45941904514865;-167,3346430524948
DDPG;Pendulum-v1_unchanged;58;11;-158,10666653829796;18,15816282343748;-0,4756150325791886;-0,12309389933212808;;;10,939427267421376;603,5598318576813;;2892800,0;58000,0;5,474892087956595;-152,63177445034137;-163,58155862625455
DDPG;Pendulum-v1_unchanged;59;11;-156,54547137050344;18,18095893168921;-0,5924395496604422;-0,12309389933212808;;;11,106616106900303;614,6664479645816;;2944000,0;59000,0;5,4817653732067155;-151,06370599729672;-162,02723674371015
DDPG;Pendulum-v1_unchanged;60;11;-154,17289571666421;17,106522652897937;-0,600936966331656;-0,12309389933212808;-149,0768564265154;24,093035740327984;11,094885696064342;625,761333660646;;2995200,0;60000,0;5,157810646125229;-149,015085070539;-159,33070636278944
DDPG;Pendulum-v1_unchanged;61;11;-153,54673917707188;18,166783264647727;-0,6120476690385371;-0,12309389933212808;;;10,962732141668146;636,724065802314;;3046400,0;61000,0;5,47749124877675;-148,06924792829514;-159,02423042584863
DDPG;Pendulum-v1_unchanged;62;11;-151,93356035472652;17,30008797183193;-0,6877913123159729;-0,12309389933212808;;;10,86556425961581;647,5896300619298;;3097600,0;62000,0;5,216172785700641;-146,71738756902587;-157,14973314042717
DDPG;Pendulum-v1_unchanged;63;11;-152,4985495463622;18,02781936613504;-0,7403666011158379;-0,12309389933212808;;;10,92298715764826;658,5126172195781;;3148800,0;63000,0;5,435592056888423;-147,06295748947377;-157,93414160325062
DDPG;Pendulum-v1_unchanged;64;11;-152,51687806245175;17,553520427016885;-0,7913995845377965;-0,12309389933212808;;;10,888240033929998;669,4008572535081;;3200000,0;64000,0;5,2925855460231;-147,22429251642865;-157,80946360847486
DDPG;Pendulum-v1_unchanged;65;11;-151,7074696083182;17,40993550624556;-0,7955520272388388;-0,12309389933212808;-153,31387379997398;19,528514617993146;11,087659705768932;680,488516959277;;3251200,0;65000,0;5,249293063500247;-146,45817654481795;-156,95676267181847
DDPG;Pendulum-v1_unchanged;66;11;-151,91840185087725;18,060718175417122;-1,0231649721610017;-0,2422394681338313;;;10,742938973686911;691,231455932964;;3302400,0;66000,0;5,44551142111007;-146,47289042976718;-157,36391327198731
DDPG;Pendulum-v1_unchanged;67;11;-151,66064996908534;16,94764838944;-1,2896929032685596;-0,2422394681338313;;;10,679461674256759;701,9109176072208;;3353600,0;67000,0;5,109908253331225;-146,55074171575413;-156,77055822241655
DDPG;Pendulum-v1_unchanged;68;11;-152,04410668212148;15,971835185768894;-1,3910689646650474;-0,2422394681338313;;;10,726431998339566;712,6373496055603;;3404800,0;68000,0;4,815689502235615;-147,22841717988587;-156,8597961843571
DDPG;Pendulum-v1_unchanged;69;11;-152,39443195050814;14,12982767581207;-1,4807347186198945;-0,2422394681338313;;;10,718125906857578;723,3554755124179;;3456000,0;69000,0;4,260303341186194;-148,13412860932195;-156,65473529169432
DDPG;Pendulum-v1_unchanged;70;11;-153,73119044155965;15,770618068776386;-1,8240458556076042;-0,2422394681338313;-145,841893943256;24,39327868294468;10,873891548676925;734,2293670610948;;3507200,0;70000,0;4,755020258739142;-148,9761701828205;-158,48621070029878
DDPG;Pendulum-v1_unchanged;71;11;-151,84180770274676;11,521536162291653;-1,9885450194107444;-0,2422394681338313;;;10,727502194317905;744,9568692554127;;3558400,0;71000,0;3,473873859893883;-148,3679338428529;-155,31568156264063
DDPG;Pendulum-v1_unchanged;72;11;-150,47059714729042;11,46926549090735;-1,933266784903488;-0,2422394681338313;;;10,759234926917337;755,71610418233;;3609600,0;72000,0;3,4581136594828195;-147,0124834878076;-153,92871080677324
DDPG;Pendulum-v1_unchanged;73;11;-149,86768421553973;8,170114640831752;-1,933266784903488;-0,2422394681338313;;;10,761781172318893;766,477885354649;;3660800,0;73000,0;2,463382250711654;-147,40430196482808;-152,33106646625137
DDPG;Pendulum-v1_unchanged;74;11;-149,43041898795082;8,702444117345689;-1,6092550031343522;-0,07624809971872415;;;10,733836564150723;777,2117219187996;;3712000,0;74000,0;2,623885626933748;-146,80653336101707;-152,05430461488456
DDPG;Pendulum-v1_unchanged;75;11;-149,90509033571914;7,544975871366792;-1,5876514871162788;-0,07624809971872415;-150,6503170477696;32,99583217370708;10,918278954245828;788,1300008730454;;3763200,0;75000,0;2,2748958197825853;-147,63019451593655;-152,17998615550172
DDPG;Pendulum-v1_unchanged;76;11;-150,28863054326806;7,934816972115715;-1,4798060636961308;-0,07624809971872415;;;10,85224158113653;798,982242454182;;3814400,0;76000,0;2,3924373342410683;-147,896193209027;-152,68106787750912
DDPG;Pendulum-v1_unchanged;77;11;-151,0338268055823;9,491138225904448;-1,5350950365056326;-0,07624809971872415;;;10,847619381817905;809,829861836;;3865600,0;77000,0;2,8616858480658602;-148,17214095751643;-153,89551265364815
DDPG;Pendulum-v1_unchanged;78;11;-151,52814602479037;9,703503243080858;-1,5554530463323497;-0,07624809971872415;;;10,815894235264171;820,6457560712641;;3916800,0;78000,0;2,9257163099359995;-148,60242971485437;-154,45386233472638
DDPG;Pendulum-v1_unchanged;79;11;-152,86268596037982;9,318587974407084;-1,5088905086778401;-0,07624809971872415;;;10,867892785505815;831,5136488567699;;3968000,0;79000,0;2,8096599897296586;-150,05302597065017;-155,67234595010947
DDPG;Pendulum-v1_unchanged;80;11;-153,78029632347392;9,787987565999648;-1,536287672272047;-0,07624809971872415;-154,33518093287773;18,80504205995177;10,936192404140126;842,44984126091;;4019200,0;80000,0;2,951189291734986;-150,82910703173894;-156,7314856152089
DDPG;Pendulum-v1_unchanged;81;11;-153,2318443178818;9,16332388679087;-1,303023849251036;-0,07624809971872415;;;10,73597719452598;853,185818455436;;4070400,0;81000,0;2,762846105907854;-150,46899821197397;-155,99469042378965
DDPG;Pendulum-v1_unchanged;82;11;-154,25867303760745;10,04550939395005;-1,1764441309370257;-0,07624809971872415;;;10,755955869501287;863,9417743249373;;4121600,0;82000,0;3,028835044338435;-151,22983799326903;-157,28750808194587
DDPG;Pendulum-v1_unchanged;83;11;-152,76969610542162;9,557878867207236;-1,1315341814234214;-0,07624809971872415;;;10,84681335362521;874,7885876785625;;4172800,0;83000,0;2,881808908563046;-149,88788719685857;-155,65150501398466
DDPG;Pendulum-v1_unchanged;84;11;-152,94741479592548;10,4198022005625;-1,3669563291599145;-0,07624809971872415;;;10,792190378362482;885,5807780569249;;4224000,0;84000,0;3,1416885717259397;-149,80572622419953;-156,08910336765143
DDPG;Pendulum-v1_unchanged;85;11;-154,08228764995752;10,508851928496293;-1,5976656220466685;-0,07624809971872415;-164,62594217399877;20,781078110500278;10,921644297513096;896,5024223544381;;4275200,0;85000,0;3,1685380749295415;-150,913749575028;-157,25082572488705
DDPG;Pendulum-v1_unchanged;86;11;-153,45866735181383;10,405505082618424;-1,9172403777035134;-0,07624809971872415;;;10,824105371128429;907,3265277255665;;4326400,0;86000,0;3,1373778284710343;-150,32128952334278;-156,59604518028488
DDPG;Pendulum-v1_unchanged;87;11;-152,75599828305164;10,279948813720532;-1,9193467022843012;-0,07624809971872415;;;10,83204798264937;918,1585757082158;;4377600,0;87000,0;3,099521189015464;-149,65647709403618;-155,8555194720671
DDPG;Pendulum-v1_unchanged;88;11;-152,06889472375204;10,571241725208118;-1,8833952570926586;-0,07624809971872415;;;10,822246898304332;928,9808226065202;;4428800,0;88000,0;3,1873493064240574;-148,88154541732797;-155,2562440301761
DDPG;Pendulum-v1_unchanged;89;11;-152,99409111320637;9,547451707969222;-2,2728796551236274;-0,07624809971872415;;;10,808126731352372;939,7889493378726;;4480000,0;89000,0;2,8786650017610658;-150,1154261114453;-155,87275611496744
DDPG;Pendulum-v1_unchanged;90;11;-152,5883758694817;9,12307501420112;-2,206267497505071;-0,07624809971872415;-161,8916861233252;25,858239054465088;10,904681054028599;950,6936303919011;;4531200,0;90000,0;2,75071061421558;-149,8376652552661;-155,3390864836973
DDPG;Pendulum-v1_unchanged;91;11;-152,68127418904558;8,767274129417698;-2,2665316971339173;-0,07624809971872415;;;10,840997024015946;961,5346274159172;;4582400,0;91000,0;2,6434326110425723;-150,037841578003;-155,32470680008817
DDPG;Pendulum-v1_unchanged;92;11;-153,09287616703043;8,563728328514133;-2,192062318213424;-0,07624809971872415;;;10,783982190218838;972,318609606136;;4633600,0;92000,0;2,5820612429289804;-150,51081492410145;-155,6749374099594
DDPG;Pendulum-v1_unchanged;93;11;-153,55987560786988;10,505379305131154;-2,192062318213424;-0,07624809971872415;;;10,901530439203436;983,2201400453395;;4684800,0;93000,0;3,1674910395895064;-150,3923845682804;-156,72736664745938
DDPG;Pendulum-v1_unchanged;94;11;-155,86691431805167;11,673194726865287;-3,139658015946141;-0,15760596736694646;;;10,795666521245783;994,0158065665852;;4736000,0;94000,0;3,5196006376152127;-152,34731368043646;-159,38651495566688
DDPG;Pendulum-v1_unchanged;95;11;-155,507771723269;11,05437388351649;-3,5699985840301665;-0,15760596736694646;-160,05435682810392;30,874479601896137;10,88875768401406;1004,9045642505993;;4787200,0;95000,0;3,3330191330843717;-152,17475259018462;-158,84079085635338
DDPG;Pendulum-v1_unchanged;96;11;-156,36108250428683;9,56631202903285;-3,5721002925752248;-0,15760596736694646;;;10,827620311216874;1015,7321845618161;;4838400,0;96000,0;2,884351602524129;-153,4767309017627;-159,24543410681096
DDPG;Pendulum-v1_unchanged;97;11;-154,45660165166257;9,850107075526656;-3,5636229443028284;-0,15760596736694646;;;10,853130102157593;1026,5853146639738;;4889600,0;97000,0;2,969919028576985;-151,48668262308558;-157,42652068023955
DDPG;Pendulum-v1_unchanged;98;11;-154,8848214503645;8,865868464730303;-3,6498450446252564;-0,15760596736694646;;;10,827541481364857;1037,4128561453385;;4940800,0;98000,0;2,6731599216504267;-152,21166152871407;-157,55798137201495
DDPG;Pendulum-v1_unchanged;99;11;-154,91523583628089;8,125006043971558;-3,6299646355722786;-0,15760596736694646;;;10,80572136965665;1048,2185775149953;;4992000,0;99000,0;2,4497814970203207;-152,46545433926056;-157,3650173333012
DDPG;Pendulum-v1_unchanged;100;11;-154,30741513531768;6,790988982744601;-4,287580404316473;-0,15760596736694646;-143,75011251035488;21,011775862271843;10,865821556611495;1059,0843990716066;;5043200,0;100000,0;2,0475602192001037;-152,25985491611758;-156,3549753545178
PPO;Pendulum-v1_unchanged;1;11;-1382,0129962160515;150,07900396266047;-1059,506956763557;-884,9267945764016;;;6,24953200600364;6,24953200600364;1,4627820550008992;0,0;4000,0;45,25052227767327;-1336,7624739383782;-1427,2635184937249
PPO;Pendulum-v1_unchanged;2;11;-1371,0301985582162;159,01751127797175;-961,1961832962693;-720,4547646025112;;;6,075743956999346;12,325275963002985;1,4541468187851785;0,0;8000,0;47,94558363683095;-1323,0846149213853;-1418,975782195047
PPO;Pendulum-v1_unchanged;3;11;-1332,8410082208748;150,19122588065704;-841,9438154946926;-720,4547646025112;;;6,068388028578325;18,39366399158131;1,4457361844822658;0,0;12000,0;45,28435845905952;-1287,5566497618152;-1378,1253666799344
PPO;Pendulum-v1_unchanged;4;11;-1308,3691061425377;140,59120105541612;-816,0589579681854;-720,4547646025112;;;6,008005705746737;24,401669697328046;1,4540141033939114;0,0;16000,0;42,38984206602122;-1265,9792640765165;-1350,7589482085589
PPO;Pendulum-v1_unchanged;5;11;-1283,8830461807265;133,56116991750665;-799,9622452953562;-720,4547646025112;;;5,962130351500078;30,363800048828125;1,4456811036209098;0,0;20000,0;40,270207925206584;-1243,61283825552;-1324,153254105933
PPO;Pendulum-v1_unchanged;6;11;-1243,4593621525676;128,86750943857203;-778,5648714675003;-720,4547646025112;;;5,996042468331077;36,3598425171592;1,4052300107735585;0,0;24000,0;38,8550160432115;-1204,6043461093561;-1282,314378195779
PPO;Pendulum-v1_unchanged;7;11;-1200,8846161987092;115,58337446387388;-765,6617399417858;-748,213222190337;;;6,001153490760109;42,36099600791931;1,4278925937849738;0,0;28000,0;34,84969864543776;-1166,0349175532715;-1235,7343148441469
PPO;Pendulum-v1_unchanged;8;11;-1171,647539406424;100,57427863088888;-786,4284841040092;-748,213222190337;;;6,0155932036313144;48,37658921155062;1,4363928485526714;0,0;32000,0;30,324285979937947;-1141,323253426486;-1201,9718253863618
PPO;Pendulum-v1_unchanged;9;11;-1141,774610749739;90,18739586105099;-769,0519225303165;-663,7916874550532;;;6,008666276931763;54,385255488482386;1,3716875370313872;0,0;36000,0;27,19252299003252;-1114,5820877597064;-1168,9671337397715
PPO;Pendulum-v1_unchanged;10;11;-1123,3170799995203;75,34512049755665;-751,6047643128771;-641,701784284103;-1094,4785110608502;123,84943095182558;6,095461563630537;60,48071705211293;1,4241014227262416;0,0;40000,0;22,717408588591923;-1100,5996714109283;-1146,0344885881123
PPO;Pendulum-v1_unchanged;11;11;-1106,012480252742;63,85143174528377;-745,38385841167;-641,701784284103;;;6,008032300255516;66,48874935236844;1,4241014227262416;0,0;44000,0;19,25193103873581;-1086,7605492140062;-1125,264411291478
PPO;Pendulum-v1_unchanged;12;11;-1088,9832365751108;57,90200341375617;-740,0619356122899;-641,701784284103;;;5,997179594906894;72,48592894727534;1,4241014227262416;0,0;48000,0;17,458110903027883;-1071,525125672083;-1106,4413474781386
PPO;Pendulum-v1_unchanged;13;11;-1078,714833119558;55,74765540908937;-735,8161192019996;-641,0728832285796;;;5,961920131336559;78,4478490786119;1,4241014227262416;0,0;52000,0;16,808550539452373;-1061,9062825801057;-1095,5233836590105
PPO;Pendulum-v1_unchanged;14;11;-1070,6899188019613;50,01903189388167;-741,5754823356094;-638,7865306602833;;;6,032747572118586;84,48059665073048;1,4241014227262416;0,0;56000,0;15,081305560802305;-1055,608613241159;-1085,7712243627636
